0;0.032250404;0.1433353;-0.012064919;0.34088504;0.1408783;-0.0034844654;0.38888586;0.13453583;0.012860586;0.35171613;0.12852432;0.05301717;0.37045395;0.12257218;0.07892053;0.38798404;0.12064166;0.09770281;0.39365137;0.13715947;0.0028305212;0.35649037;0.14133291;0.03394762;0.4118997;0.15450184;0.0503256;0.4511375;0.15331583;0.058485933;0.47436503;0.14832789;0.062454965;0.48835912;0.13819106;-0.005549487;0.3580357;0.14572322;0.012426875;0.41950762;0.15355937;0.021125028;0.46667942;0.14940734;0.024871532;0.49265414;0.14078675;0.027028808;0.5069037;0.1391006;-0.016632551;0.36061704;0.14103486;-0.008336055;0.42244425;0.14151382;-0.0064061964;0.46347314;0.13109437;-0.005848792;0.48417345;0.120407;-0.005533272;0.49855924;0.13708577;-0.025619641;0.3613882;0.13319194;-0.028639743;0.41659182;0.124878466;-0.034721732;0.44120842;0.11303001;-0.03909955;0.45493475;0.10139584;-0.038787898;0.46338493;
1;0.06783295;0.14418973;-0.014076945;0.3416179;0.14253692;-0.005933591;0.38976517;0.13700272;0.01123071;0.35268524;0.13444309;0.05175864;0.3703596;0.13063206;0.07740213;0.3883031;0.13032268;0.096197166;0.39437962;0.13900036;0.0010391016;0.35743833;0.1453059;0.031129654;0.41323376;0.15954848;0.04607387;0.4526387;0.15881366;0.053868387;0.4760062;0.15405127;0.057840776;0.49007827;0.13955897;-0.0074500414;0.3589256;0.148507;0.009224837;0.42051008;0.15704748;0.016103644;0.46777573;0.15301895;0.01931614;0.49385658;0.14431043;0.021518629;0.5080575;0.13985401;-0.018648578;0.36141723;0.14227204;-0.011317671;0.42295578;0.14026125;-0.01097168;0.4639019;0.12856375;-0.010475909;0.48390472;0.116979025;-0.009981577;0.4975762;0.13734747;-0.027516933;0.362106;0.1333664;-0.030924013;0.4169966;0.12328857;-0.036977336;0.44085494;0.11070036;-0.04080569;0.45407003;0.098844744;-0.039864767;0.46215656;
2;0.1148386;0.14485063;-0.015566184;0.34262514;0.14432546;-0.007682346;0.39082575;0.13919358;0.010005358;0.3539247;0.1396472;0.05065359;0.371031;0.13783397;0.07648009;0.38892153;0.13874535;0.09519899;0.39513057;0.14069873;-0.00029202815;0.35864446;0.14937933;0.028993627;0.4145407;0.16451041;0.04223026;0.4541737;0.16408715;0.049431786;0.4777163;0.15974209;0.05320997;0.4919466;0.14084126;-0.008840361;0.36009714;0.15145175;0.006839263;0.42152536;0.15960166;0.01204461;0.46890393;0.15505672;0.014786369;0.4949296;0.14628561;0.016988818;0.5090805;0.14060193;-0.020089155;0.36253807;0.1439465;-0.013324031;0.42370513;0.13992241;-0.013728308;0.4644912;0.1272878;-0.012903842;0.48386773;0.11541735;-0.01207062;0.4972174;0.13766247;-0.028822452;0.36321852;0.1338502;-0.03225283;0.41769218;0.12130464;-0.03778433;0.44050163;0.10830493;-0.04097994;0.45322242;0.09668369;-0.03982559;0.4615696;
3;0.13961506;0.14509802;-0.016649995;0.34323382;0.1448287;-0.008587285;0.3913843;0.13979308;0.00903453;0.35446003;0.14104702;0.04975768;0.3712414;0.13981082;0.07565064;0.389044;0.14109053;0.09437355;0.3951871;0.14118604;-0.0012670569;0.35921904;0.15040246;0.02808646;0.4149713;0.16550337;0.04056666;0.4548881;0.16514947;0.047394738;0.4785116;0.16133963;0.050935887;0.49290007;0.14123018;-0.009824125;0.36070454;0.15216394;0.0059171487;0.42196596;0.15958302;0.010741174;0.46940058;0.15459806;0.013371496;0.49530143;0.14607364;0.0154766925;0.5095864;0.14086553;-0.021072958;0.36318812;0.14438425;-0.01409121;0.4241957;0.1396548;-0.0143514285;0.46490824;0.12669982;-0.013272883;0.48401773;0.114998974;-0.012334664;0.49744403;0.13782513;-0.029766826;0.3639155;0.1340146;-0.032852244;0.41832566;0.12075485;-0.037870646;0.4409409;0.107625015;-0.04072674;0.45353162;0.096045345;-0.039406892;0.46190202;
4;0.16892672;0.14511646;-0.01756916;0.34353822;0.14519931;-0.009559366;0.3916853;0.14032674;0.00821627;0.3548338;0.14258708;0.04887705;0.37161288;0.14206636;0.074691266;0.38955587;0.14376236;0.09333707;0.39581674;0.1415551;-0.0021250206;0.35956854;0.15153627;0.026960671;0.41530186;0.16663533;0.03864647;0.45545143;0.1664281;0.04511501;0.47912923;0.16337235;0.048417937;0.49368367;0.14145012;-0.010692943;0.36103916;0.15288727;0.004726714;0.4222127;0.1600541;0.00889028;0.4696709;0.15498103;0.011301646;0.4955078;0.14696547;0.013254795;0.5100726;0.14089298;-0.02194659;0.36350572;0.14467171;-0.015093788;0.42437464;0.13917498;-0.015451612;0.46500695;0.12607981;-0.014203554;0.48393524;0.115000784;-0.013321998;0.49776846;0.13769877;-0.030584238;0.3642393;0.13399984;-0.033599325;0.41863757;0.12040223;-0.03815773;0.4411787;0.10733174;-0.040681157;0.45373267;0.09597734;-0.03930084;0.4623806;
5;0.20313549;0.1460184;-0.019395083;0.3450721;0.14639091;-0.011598981;0.39322624;0.14201228;0.0064465213;0.35645133;0.14546733;0.04698778;0.37329125;0.14569242;0.07286114;0.39118278;0.14789836;0.091443226;0.39745265;0.1429364;-0.003935992;0.36115524;0.15379843;0.02460459;0.41700566;0.16789755;0.035579793;0.4573043;0.16621041;0.041814018;0.48095304;0.16228458;0.045006514;0.49531966;0.14258134;-0.0125024095;0.3625972;0.15443541;0.0022813075;0.42375767;0.16045034;0.0056892615;0.4712497;0.15425205;0.00802771;0.49684396;0.1456153;0.0100845685;0.5110374;0.14169757;-0.023743562;0.3650251;0.14566454;-0.017286876;0.42581335;0.13961264;-0.01789216;0.46633783;0.12619197;-0.016391672;0.48503035;0.11472692;-0.015225679;0.49854833;0.13825312;-0.032286733;0.36572784;0.13438371;-0.03532609;0.4200215;0.119927526;-0.039190743;0.44222954;0.10648741;-0.041105732;0.45445326;0.095020056;-0.03923949;0.462856;
6;0.24813414;0.14639926;-0.020554867;0.34639034;0.14690515;-0.012895167;0.39445886;0.14257973;0.005268199;0.35773915;0.14644259;0.04576836;0.37455088;0.14692791;0.07171862;0.39245018;0.14904702;0.090182036;0.3989551;0.14343973;-0.005129623;0.36242628;0.15457276;0.023196474;0.41833323;0.16861142;0.03345441;0.45824522;0.16390842;0.039429802;0.48163638;0.15530679;0.0426377;0.4942131;0.14303008;-0.013703638;0.36384797;0.15508926;0.0007826054;0.4250133;0.16095847;0.0032028933;0.4717987;0.15055816;0.005710351;0.49633574;0.1364465;0.008844641;0.5053067;0.14207847;-0.024950592;0.3662549;0.14618395;-0.018693067;0.42703688;0.14021847;-0.019670812;0.46755862;0.12679023;-0.018287797;0.4863351;0.11461272;-0.01692514;0.49932215;0.1385812;-0.033472065;0.3669493;0.13470085;-0.036486454;0.4212755;0.11994606;-0.039846487;0.44361195;0.10658532;-0.04157694;0.45591813;0.095243156;-0.039641086;0.46446812;
7;0.2826376;0.14683409;-0.020952119;0.34676838;0.14744359;-0.01330038;0.3948223;0.14277774;0.004836427;0.35812032;0.14639562;0.045385472;0.37483186;0.14678736;0.07138683;0.39266792;0.14878397;0.089874975;0.3991366;0.14376687;-0.005554386;0.36280492;0.15479887;0.022871638;0.4186724;0.16901883;0.033230767;0.45856228;0.16465628;0.039126273;0.48203847;0.15650044;0.042226654;0.49489293;0.14345683;-0.014139276;0.36422515;0.15558685;0.00046348892;0.42534536;0.16160052;0.0029291294;0.47210592;0.15143073;0.0052702473;0.49673715;0.13772911;0.008111836;0.50635123;0.14263889;-0.025404062;0.3666326;0.14690699;-0.019115869;0.42739666;0.14107685;-0.020219723;0.4679218;0.12768172;-0.019010998;0.48673013;0.11555302;-0.017813496;0.4997734;0.13923974;-0.033963963;0.36733964;0.13562262;-0.0370178;0.4217208;0.121096164;-0.040460363;0.44418937;0.10775356;-0.042254657;0.45652425;0.0963714;-0.040340096;0.46502888;
8;0.31503487;0.14729676;-0.021918816;0.34716627;0.14782707;-0.014113913;0.3951587;0.14261264;0.0038155222;0.3584143;0.14548652;0.044514436;0.37486392;0.14550143;0.07065986;0.39250934;0.14717413;0.08923006;0.3988371;0.14387286;-0.0065396596;0.36312926;0.15429188;0.022315934;0.41887233;0.16846623;0.033149224;0.45872375;0.16439903;0.039001554;0.4822566;0.15683763;0.04193626;0.49544352;0.14378417;-0.015137835;0.3645715;0.15567726;-3.577454e-05;0.4256214;0.16180655;0.0027820594;0.4723686;0.15190597;0.004930451;0.49710357;0.13859639;0.0073546325;0.50730956;0.14325966;-0.026426377;0.36701173;0.14755064;-0.019810261;0.42779922;0.14198504;-0.020716734;0.4681189;0.12772761;-0.019463148;0.48625445;0.114856854;-0.018249145;0.4985934;0.14008306;-0.035067957;0.36775512;0.13672191;-0.03801806;0.42225605;0.12262508;-0.04154773;0.44487697;0.109212555;-0.043374293;0.4570918;0.09769252;-0.04149443;0.46542013;
9;0.34894705;0.14758036;-0.02155413;0.3471943;0.14798506;-0.013740567;0.3951975;0.14257267;0.004127793;0.35844362;0.14496991;0.044865936;0.37486508;0.14468683;0.07104196;0.3924692;0.1461463;0.0896393;0.39877012;0.14395711;-0.0062114177;0.36316034;0.15397875;0.022762392;0.4189133;0.16793457;0.033693742;0.4588397;0.16385455;0.039449707;0.4823924;0.15639475;0.042263344;0.49564818;0.1439743;-0.014811632;0.3646025;0.1556411;0.00043548358;0.42566288;0.1616995;0.003371558;0.47242528;0.15190448;0.0053980593;0.497194;0.13885176;0.007599078;0.5077425;0.14358848;-0.026108058;0.36704224;0.14777951;-0.01944543;0.42784852;0.14235461;-0.020435056;0.4682142;0.12822069;-0.019397361;0.48647887;0.11529457;-0.018325645;0.49879986;0.14051941;-0.03478877;0.367783;0.1371751;-0.037776984;0.42230678;0.12317648;-0.04144081;0.4449929;0.10973343;-0.0434019;0.4572118;0.09811858;-0.041568317;0.46542358;
